symbol,combo,variant,n_trades,total_return_pct,cagr_pct,max_dd_pct,sharpe,win_rate_pct,profit_factor,avg_bars,score,pct_tp,pct_sl,pct_signal,long_pnl,short_pnl,oos_ret,oos_pf,oos_sharpe,oos_trades,oos_score,pos_folds,n_folds,blend
EURUSD,30m+4h,comp_G,14,6.329431968722554,1.1536968812271065,-3.4249738082190007,0.5267823763081407,57.14285714285714,2.0768941966785914,4.428571428571429,-50.0,50.0,35.714285714285715,14.285714285714285,6329.431968722564,0.0,3.968375470429364,inf,0.2946489331391259,11,-14.518342845587018,2,3,-30.48508856507286
EURUSD,1h+1d,nm_8_24_soft,8,3.115039257292418,0.5837265622001597,-1.9900000000000029,0.35472496121382574,50.0,1.881874024962381,12.125,-50.0,50.0,37.5,12.5,-1336.9712620731993,4452.010519365622,1.785520325203338,inf,0.25857314901447176,4,-14.59428507322626,2,3,-30.526856790274444
EURUSD,30m+4h,long_only_soft55,15,5.947423963069065,1.0856725005827794,-3.4249738082190118,0.4952914879285949,53.333333333333336,1.9653421738982297,4.933333333333334,-50.0,46.666666666666664,33.33333333333333,20.0,5947.423963069098,0.0,3.5420426713626663,inf,0.24206483684629512,12,-14.60148231801693,2,3,-30.530815274909312
EURUSD,1h+1d,comp_G,12,5.800945994868356,1.0723156051804184,-2.2981009836065103,0.5395107341695541,58.333333333333336,2.3090609512773113,8.5,-50.0,50.0,33.33333333333333,16.666666666666664,5800.945994868388,0.0,5.0638067000712494,2.495276044949858,0.6361334034613344,10,-15.004609737907568,2,3,-30.75253535584916
EURUSD,30m+4h,comp_A,15,1.9594539549757428,0.36335483597402796,-3.952017457713519,0.16604249627813025,40.0,1.240467581320086,6.133333333333334,-50.0,33.33333333333333,46.666666666666664,20.0,1959.4539549757358,0.0,2.080768816821066,inf,-0.12164074256758954,12,-15.161653425683173,2,3,-30.838909384125746
EURUSD,30m+4h,htf_slope_hard,1,1.6666666666668384,0.30942412975358824,0.0,0.4253287230050014,100.0,inf,8.0,-50.0,100.0,0.0,0.0,1666.6666666668327,0.0,1.6666666666668384,inf,0.8485281374238574,1,-16.210541127197544,1,3,-31.41579761995865
EURUSD,30m+4h,htf_slope_soft,1,1.6666666666668384,0.30942412975358824,0.0,0.4253287230050014,100.0,inf,8.0,-50.0,100.0,0.0,0.0,1666.6666666668327,0.0,1.6666666666668384,inf,0.8485281374238574,1,-16.210541127197544,1,3,-31.41579761995865
EURUSD,1h+1d,comp_A,19,1.7332288422595932,0.3255615379917032,-5.604425320590856,0.1394019664640512,36.84210526315789,1.1718258204533545,8.368421052631579,-50.0,31.57894736842105,47.368421052631575,21.052631578947366,1733.2288422596062,0.0,3.218572095621619,1.469830138721816,0.3599936175033886,14,-17.48816357534507,2,3,-32.11848996643979
EURUSD,1h+1d,nm_5_30_hard,13,2.9242876652170624,0.5506901509563233,-2.9700999999999977,0.2649036951830592,46.15384615384615,1.401068725974354,11.076923076923077,-50.0,46.15384615384615,53.84615384615385,0.0,-2457.696115423523,5381.983780640558,1.3419808368746344,1.56008633485867,0.16501385247745506,12,-17.61888674319773,2,3,-32.19038770875875
EURUSD,1h+1d,long_only_hard55,19,-0.4886936462885738,-0.0926204304465661,-6.793465209301008,-0.025438897115210676,36.84210526315789,0.9583669603296655,11.263157894736842,-50.0,36.84210526315789,63.1578947368421,0.0,-488.6936462885817,0.0,1.9166427785061613,1.336547034132136,0.30884927346732305,14,-17.844465593749682,2,3,-32.31445607656232
EURUSD,30m+4h,atr_high,17,2.328570950483022,0.4311661360014929,-2.35214613076421,0.22969996781764201,41.17647058823529,1.3564178476186999,8.058823529411764,-50.0,29.411764705882355,29.411764705882355,41.17647058823529,3712.1290661987914,-1383.5581157157587,0.4020598786761642,1.6671735635411566,-0.1632293800511352,9,-17.906476344207626,2,3,-32.34856198931419
EURUSD,1h+1d,long_only_soft55,19,0.3704556118781399,0.06996693037342183,-5.021736588001769,0.042174030377737655,36.84210526315789,1.0391667916737142,8.105263157894736,-50.0,31.57894736842105,42.10526315789473,26.31578947368421,370.4556118781088,0.0,2.176495443261439,1.3278449238053847,0.2765169413356605,14,-17.907769785953125,2,3,-32.34927338227422
EURUSD,30m+4h,long_only_hard55,15,3.5932955350406193,0.6620133987181864,-4.900995009999997,0.2883284364147198,46.666666666666664,1.428303302717227,6.4,-50.0,46.666666666666664,53.333333333333336,0.0,3593.2955350406237,0.0,1.2728882132743369,1.4736845379360073,0.011162189444960688,12,-18.0231587578278,2,3,-32.41273731680529
EURUSD,1h+1d,atr_low,12,3.9639269345631334,0.7380105529650294,-1.9900000000000029,0.3596405111132226,50.0,1.6572292690741408,5.25,-50.0,50.0,50.0,0.0,2017.9396691880254,1945.9872653751027,3.356237562500064,2.2038796522682707,0.4730479633705652,10,-18.34910637478261,1,3,-32.59200850613044
