side,horizon_m1,n,hit_pct,mean_ret,median_ret,mean_mfe,mean_mae,first_close_favor_pct,first_close_adverse_pct,symbol,panel,min_agree,n_agents
long,5,2099,47.83230109575989,-0.0005576352725112778,0.0,0.03399953838746168,0.03184155181534163,50.26202953787518,49.59504525964745,US30,abc_plus_dvmr_mv,2,7
short,5,588,48.63945578231292,-0.003690563391278564,0.0,0.04375087457266022,0.05078700982645662,48.97959183673469,50.51020408163265,US30,abc_plus_dvmr_mv,2,7
any,5,2687,48.00893189430592,-0.001243218351720494,0.0,0.036133437039079376,0.03598741311438726,49.981391886862674,49.795310755489396,US30,abc_plus_dvmr_mv,2,7
long,10,2099,48.45164363982849,-0.001760459087058237,0.0,0.04588692153747187,0.04566191714117789,50.26202953787518,49.64268699380658,US30,abc_plus_dvmr_mv,2,7
short,10,588,48.80952380952381,-0.00226801964221498,0.0,0.0642232618697758,0.07064671776146741,49.14965986394558,50.51020408163265,US30,abc_plus_dvmr_mv,2,7
any,10,2687,48.52995906215109,-0.0018715292792547997,0.0,0.049899488755705844,0.05112937630185159,50.018608113137326,49.83252698176405,US30,abc_plus_dvmr_mv,2,7
long,20,2099,48.73749404478323,-0.0018212776355548976,0.0,0.062290009398779725,0.06356056362150976,50.3096712720343,49.64268699380658,US30,abc_plus_dvmr_mv,2,7
short,20,588,45.91836734693878,-0.011314439255761173,-0.0003232011914488722,0.0873184790476684,0.09875842230528889,49.31972789115646,50.51020408163265,US30,abc_plus_dvmr_mv,2,7
any,20,2687,48.120580573129885,-0.0038986795829614074,0.0,0.06776702471457673,0.07126296068368397,50.09304056568664,49.83252698176405,US30,abc_plus_dvmr_mv,2,7
long,30,2099,48.689852310624104,-0.0028458125874680114,-0.0005574071382004044,0.07455237301936767,0.0777407399536139,50.3096712720343,49.64268699380658,US30,abc_plus_dvmr_mv,2,7
short,30,588,48.97959183673469,-0.007122450872947179,0.0,0.10805765351012034,0.11933541920994416,49.31972789115646,50.51020408163265,US30,abc_plus_dvmr_mv,2,7
any,30,2687,48.75325641979904,-0.0037816753756562335,0.0,0.08188438080818887,0.08684296228436275,50.09304056568664,49.83252698176405,US30,abc_plus_dvmr_mv,2,7
long,60,2099,50.40495474035255,-0.0022885035793688527,0.0010338546028240774,0.10579392755228653,0.11235226842947184,50.35731300619342,49.64268699380658,US30,abc_plus_dvmr_mv,2,7
short,60,588,48.97959183673469,-0.011759954594505117,0.0,0.1572589088532864,0.16597616061326473,49.48979591836735,50.51020408163265,US30,abc_plus_dvmr_mv,2,7
any,60,2687,50.09304056568664,-0.004361154564445192,0.0005704553420176412,0.11705608200148189,0.12408686039228176,50.16747301823595,49.83252698176405,US30,abc_plus_dvmr_mv,2,7
long,5,687,46.87045123726347,-0.0004704411888346793,-0.0005547127619658753,0.03405049304983693,0.030680384707194572,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv,3,7
short,5,13,46.15384615384615,0.011684933448953867,0.0,0.05726228617855947,0.07724265587282994,46.15384615384615,53.84615384615385,US30,abc_plus_dvmr_mv,3,7
any,5,700,46.85714285714286,-0.00024469851699003336,-0.0005547127619658753,0.03448156920794177,0.03154511260027066,50.0,50.0,US30,abc_plus_dvmr_mv,3,7
long,10,687,50.94614264919942,0.006043516009049165,0.001614163314587517,0.04918920366475041,0.042649219981308724,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv,3,7
short,10,13,46.15384615384615,-0.007554360763373848,-0.015504845522639915,0.07207076811166149,0.10588057938124422,46.15384615384615,53.84615384615385,US30,abc_plus_dvmr_mv,3,7
any,10,700,50.857142857142854,0.005790984011847021,0.0015299885526688893,0.049614147004478755,0.04382351665587896,50.0,50.0,US30,abc_plus_dvmr_mv,3,7
long,20,687,48.90829694323144,0.006341981088171617,0.0,0.0704560391545271,0.06048639863514547,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv,3,7
short,20,13,46.15384615384615,-0.012527048321808381,-0.020010415744143466,0.10388678082994694,0.11965552665606904,46.15384615384615,53.84615384615385,US30,abc_plus_dvmr_mv,3,7
any,20,700,48.857142857142854,0.0059915562562719875,-0.00027735638098293767,0.07107689578564202,0.06158525386981976,50.0,50.0,US30,abc_plus_dvmr_mv,3,7
long,30,687,48.7627365356623,0.005343415315448036,0.0,0.08462187271387253,0.07511055903284872,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv,3,7
short,30,13,46.15384615384615,0.014176033092235892,0.0,0.1154300961108799,0.1320237652202652,46.15384615384615,53.84615384615385,US30,abc_plus_dvmr_mv,3,7
any,30,700,48.714285714285715,0.005507449645588382,0.0,0.08519402543410266,0.07616751857632932,50.0,50.0,US30,abc_plus_dvmr_mv,3,7
long,60,687,50.21834061135371,0.002897394278452393,0.0014632847230148349,0.1167458978867494,0.11191790918913956,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv,3,7
short,60,13,46.15384615384615,-0.05255186693509845,0.0,0.14539399019112864,0.22910018012706287,46.15384615384615,53.84615384615385,US30,abc_plus_dvmr_mv,3,7
any,60,700,50.142857142857146,0.0018676222844864463,0.0010235134595620464,0.11727793388668788,0.11409415136370098,50.0,50.0,US30,abc_plus_dvmr_mv,3,7
long,5,30,56.666666666666664,0.00953653506772425,0.008146054778414945,0.04726191859748013,0.03263249920938091,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
any,5,30,56.666666666666664,0.00953653506772425,0.008146054778414945,0.04726191859748013,0.03263249920938091,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
long,10,30,56.666666666666664,0.015303258837842077,0.010808176298546841,0.06072471761376511,0.03735682720247902,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
any,10,30,56.666666666666664,0.015303258837842077,0.010808176298546841,0.06072471761376511,0.03735682720247902,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
long,20,30,70.0,0.026887119652957314,0.026169767669650096,0.07380366627896683,0.05025270633308547,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
any,20,30,70.0,0.026887119652957314,0.026169767669650096,0.07380366627896683,0.05025270633308547,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
long,30,30,50.0,0.0062592506009307835,-0.0012487636820268542,0.08905829225515909,0.06576509948716343,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
any,30,30,50.0,0.0062592506009307835,-0.0012487636820268542,0.08905829225515909,0.06576509948716343,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
long,60,30,56.666666666666664,0.029334229329041655,0.03820032876593778,0.1302785740640669,0.08803360975295725,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
any,60,30,56.666666666666664,0.029334229329041655,0.03820032876593778,0.1302785740640669,0.08803360975295725,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv,4,7
long,5,2099,47.83230109575989,-0.0005576352725112778,0.0,0.03399953838746168,0.03184155181534163,50.26202953787518,49.59504525964745,US30,abc_plus_dvmr_mv_longOnly,2,7
any,5,2099,47.83230109575989,-0.0005576352725112778,0.0,0.03399953838746168,0.03184155181534163,50.26202953787518,49.59504525964745,US30,abc_plus_dvmr_mv_longOnly,2,7
long,10,2099,48.45164363982849,-0.001760459087058237,0.0,0.04588692153747187,0.04566191714117789,50.26202953787518,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
any,10,2099,48.45164363982849,-0.001760459087058237,0.0,0.04588692153747187,0.04566191714117789,50.26202953787518,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
long,20,2099,48.73749404478323,-0.0018212776355548976,0.0,0.062290009398779725,0.06356056362150976,50.3096712720343,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
any,20,2099,48.73749404478323,-0.0018212776355548976,0.0,0.062290009398779725,0.06356056362150976,50.3096712720343,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
long,30,2099,48.689852310624104,-0.0028458125874680114,-0.0005574071382004044,0.07455237301936767,0.0777407399536139,50.3096712720343,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
any,30,2099,48.689852310624104,-0.0028458125874680114,-0.0005574071382004044,0.07455237301936767,0.0777407399536139,50.3096712720343,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
long,60,2099,50.40495474035255,-0.0022885035793688527,0.0010338546028240774,0.10579392755228653,0.11235226842947184,50.35731300619342,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
any,60,2099,50.40495474035255,-0.0022885035793688527,0.0010338546028240774,0.10579392755228653,0.11235226842947184,50.35731300619342,49.64268699380658,US30,abc_plus_dvmr_mv_longOnly,2,7
long,5,687,46.87045123726347,-0.0004704411888346793,-0.0005547127619658753,0.03405049304983693,0.030680384707194572,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
any,5,687,46.87045123726347,-0.0004704411888346793,-0.0005547127619658753,0.03405049304983693,0.030680384707194572,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
long,10,687,50.94614264919942,0.006043516009049165,0.001614163314587517,0.04918920366475041,0.042649219981308724,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
any,10,687,50.94614264919942,0.006043516009049165,0.001614163314587517,0.04918920366475041,0.042649219981308724,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
long,20,687,48.90829694323144,0.006341981088171617,0.0,0.0704560391545271,0.06048639863514547,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
any,20,687,48.90829694323144,0.006341981088171617,0.0,0.0704560391545271,0.06048639863514547,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
long,30,687,48.7627365356623,0.005343415315448036,0.0,0.08462187271387253,0.07511055903284872,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
any,30,687,48.7627365356623,0.005343415315448036,0.0,0.08462187271387253,0.07511055903284872,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
long,60,687,50.21834061135371,0.002897394278452393,0.0014632847230148349,0.1167458978867494,0.11191790918913956,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
any,60,687,50.21834061135371,0.002897394278452393,0.0014632847230148349,0.1167458978867494,0.11191790918913956,50.07278020378457,49.92721979621543,US30,abc_plus_dvmr_mv_longOnly,3,7
long,5,30,56.666666666666664,0.00953653506772425,0.008146054778414945,0.04726191859748013,0.03263249920938091,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
any,5,30,56.666666666666664,0.00953653506772425,0.008146054778414945,0.04726191859748013,0.03263249920938091,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
long,10,30,56.666666666666664,0.015303258837842077,0.010808176298546841,0.06072471761376511,0.03735682720247902,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
any,10,30,56.666666666666664,0.015303258837842077,0.010808176298546841,0.06072471761376511,0.03735682720247902,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
long,20,30,70.0,0.026887119652957314,0.026169767669650096,0.07380366627896683,0.05025270633308547,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
any,20,30,70.0,0.026887119652957314,0.026169767669650096,0.07380366627896683,0.05025270633308547,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
long,30,30,50.0,0.0062592506009307835,-0.0012487636820268542,0.08905829225515909,0.06576509948716343,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
any,30,30,50.0,0.0062592506009307835,-0.0012487636820268542,0.08905829225515909,0.06576509948716343,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
long,60,30,56.666666666666664,0.029334229329041655,0.03820032876593778,0.1302785740640669,0.08803360975295725,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
any,60,30,56.666666666666664,0.029334229329041655,0.03820032876593778,0.1302785740640669,0.08803360975295725,36.666666666666664,63.333333333333336,US30,abc_plus_dvmr_mv_longOnly,4,7
